"Date","cloud_cover","sunshine","global_radiation","max_temp","mean_temp","min_temp","precipitation","pressure","snow_depth","Number of Bicycle Hires","CO","NO","NO2","O3","PM10","SO2","Bus journeys (m)","Underground journeys (m)","DLR Journeys (m)","Tram Journeys (m)","Overground Journeys (m)","London Cable Car Journeys (m)","TfL Rail Journeys (m)"
2010-07-30,6,1.1,115,23.1,18.3,13.2,0,101610,NA,6897,0.8,146.10001,113.4,11.2,36,11,160.422767234487,82.8952868489248,5.767624,2.0084825,NA,NA,NA
2010-07-31,6,3.1,157,25.1,17.7,12.3,2.2,101470,NA,5564,0.5,116.6,90.1,8.6,32.5,7.5,160.422767234487,82.8952868489248,5.767624,2.0084825,NA,NA,NA
2010-08-01,5,4.7,184,23.9,21.1,17,0,101160,NA,4303,0.6,84.7,75.3,12.3,NA,5.8,160.422767234487,82.8952868489248,5.767624,2.0084825,NA,NA,NA
2010-08-02,7,0.3,89,23.4,19.3,14.6,0,101320,NA,6642,0.4,30.8,50.9,17.1,NA,7.9,160.422767234487,82.8952868489248,5.767624,2.0084825,NA,NA,NA
2010-08-03,7,2,134,23.6,19.5,15.6,0,101680,NA,7966,0.8,145,120.1,8.3,NA,8.3,160.422767234487,82.8952868489248,5.767624,2.0084825,NA,NA,NA
2010-08-04,5,3.9,169,20.1,17.9,12.1,0,101570,NA,7893,0.6,120.7,94.2,13.8,28.2,7.8,160.422767234487,82.8952868489248,5.767624,2.0084825,NA,NA,NA
2010-08-05,6,1.5,121,22.6,17.4,14.7,3.2,100800,NA,8724,0.4,47.2,64,16.5,16.9,3.1,160.422767234487,82.8952868489248,5.767624,2.0084825,NA,NA,NA
2010-08-06,4,7.9,227,21.4,17.3,11.9,0,101250,NA,9797,0.9,207.2,131.3,7.2,42.1,5.3,160.422767234487,82.8952868489248,5.767624,2.0084825,NA,NA,NA
2010-08-07,6,2.5,141,21.8,16.4,11.3,2.6,101480,NA,6631,0.8,142.60001,91.4,8.3,33.4,4.4,160.422767234487,82.8952868489248,5.767624,2.0084825,NA,NA,NA
2010-08-08,7,1.2,112,24.5,18.9,15.9,1,101480,NA,7864,0.3,30.9,43.1,29.9,23.3,4.3,160.422767234487,82.8952868489248,5.767624,2.0084825,NA,NA,NA
2010-08-09,4,6.2,201,25.1,19,13.5,0,101940,NA,6191,0.8,160.7,118.4,8.7,42.3,6.6,160.422767234487,82.8952868489248,5.767624,2.0084825,NA,NA,NA
2010-08-10,3,8.1,226,19.3,19.6,14.1,4.8,101540,NA,4802,0.9,202.8,120.1,6.8,37,11.3,160.422767234487,82.8952868489248,5.767624,2.0084825,NA,NA,NA
2010-08-11,7,0,68,23,16.7,14.1,3.8,101040,NA,14013,0.7,124.3,96.9,11,32.5,8.1,160.422767234487,82.8952868489248,5.767624,2.0084825,NA,NA,NA
2010-08-12,3,6.6,203,20.4,17.3,11.6,0,101330,NA,13080,0.5,78,73.1,17.7,23.9,7.7,160.422767234487,82.8952868489248,5.767624,2.0084825,NA,NA,NA
2010-08-13,6,0.4,87,18,16.4,12.3,2.4,101640,NA,12151,0.4,51.1,58.5,14.8,20.9,7.8,160.422767234487,82.8952868489248,5.767624,2.0084825,NA,NA,NA
2010-08-14,6,1.3,111,18.4,14.5,11,4.8,101750,NA,9195,0.4,36.7,51.1,20,23,1.6,160.422767234487,82.8952868489248,5.767624,2.0084825,NA,NA,NA
2010-08-15,6,0.8,98,22.7,15.7,13,12.8,101740,NA,10928,0.2,7.9,21.7,56,24.5,1.5,160.422767234487,82.8952868489248,5.767624,2.0084825,NA,NA,NA
2010-08-16,3,4.3,165,25.4,17.9,13,0,102020,NA,15384,0.3,14.1,32.1,47.4,19.8,5.7,160.422767234487,82.8952868489248,5.767624,2.0084825,NA,NA,NA
2010-08-17,4,7.7,213,21,19.1,12.8,0.6,101620,NA,15396,0.9,194.60001,129.10001,9.3,42.9,9.1,160.422767234487,82.8952868489248,5.767624,2.0084825,NA,NA,NA
2010-08-18,7,1.7,117,21.6,17.9,14.7,0,101060,NA,16062,0.6,110.8,89.3,11.9,30.1,8.7,160.422767234487,82.8952868489248,5.767624,2.0084825,NA,NA,NA
2010-08-19,6,4.8,170,21.9,17.3,13,0.4,100830,NA,17170,NA,NA,NA,NA,42.2,NA,160.422767234487,82.8952868489248,5.767624,2.0084825,NA,NA,NA
2010-08-20,5,3.2,143,22.1,17,12,0,101240,NA,16462,NA,NA,NA,NA,37.7,NA,160.422767234487,82.8952868489248,5.767624,2.0084825,NA,NA,NA
2010-08-21,7,0.3,79,24.3,19.4,16.7,0,101550,NA,11719,0.6,116.7,87.4,6.7,31.3,3.4,160.422767234487,82.8952868489248,5.767624,2.0084825,NA,NA,NA
2010-08-22,8,0.6,88,23.1,21.7,19.1,0.8,101830,NA,10129,0.8,119.4,89.9,7.4,31.7,4.8,160.422767234487,82.8952868489248,5.767624,2.0084825,NA,NA,NA
2010-08-23,7,0.7,90,21.7,20,16.9,20.6,101320,NA,12935,0.7,122.1,103.1,10.2,30.3,6,160.422767234487,82.8952868489248,5.767624,2.0084825,NA,NA,NA
2010-08-24,6,3.1,138,20.9,19.2,16.7,0,99960,NA,17006,0.7,168.3,123,9.6,43.1,6.5,160.422767234487,82.8952868489248,5.767624,2.0084825,NA,NA,NA
2010-08-25,2,10.3,233,19.3,16.3,11.6,0.4,100920,NA,10062,0.8,194.8,124.5,6.4,36,7,160.422767234487,82.8952868489248,5.767624,2.0084825,NA,NA,NA
2010-08-26,7,0.5,82,21.3,15.6,11.9,18.6,101290,NA,9875,0.8,155.3,104.1,6.8,31.8,6.7,160.422767234487,82.8952868489248,5.767624,2.0084825,NA,NA,NA
2010-08-27,8,0,60,18.5,17.3,13.2,9.8,100410,NA,12854,0.4,47.4,55.6,28.5,17.9,1.4,175.807335793799,80.8557023022248,5.52,2.0267475,NA,NA,NA
2010-08-28,7,0.8,89,20.6,15.3,12,0,101060,NA,10116,0.3,51,61.4,18.7,18.9,2.4,175.807335793799,80.8557023022248,5.52,2.0267475,NA,NA,NA
2010-08-29,4,7.5,194,19.6,15.3,9.9,0,101990,NA,7811,0.4,37.6,47.3,29.9,18.1,2.4,175.807335793799,80.8557023022248,5.52,2.0267475,NA,NA,NA
2010-08-30,5,4.5,153,19.5,15.8,11.9,2,101690,NA,10534,0.2,12.9,30.4,38.9,19,2.5,175.807335793799,80.8557023022248,5.52,2.0267475,NA,NA,NA
2010-08-31,3,6.4,178,20.5,14.4,9.2,0,102390,NA,17508,0.4,57.7,70.7,23.9,27.9,4.6,175.807335793799,80.8557023022248,5.52,2.0267475,NA,NA,NA
2010-09-01,0,11.8,238,21.3,14.5,8.4,0,102560,NA,19332,0.6,101.8,108.8,11.3,37.7,3.8,175.807335793799,80.8557023022248,5.52,2.0267475,NA,NA,NA
2010-09-02,0,12.3,232,21.9,15.3,9.3,0,102160,NA,20909,0.5,82.3,96.9,16.7,36,5.2,175.807335793799,80.8557023022248,5.52,2.0267475,NA,NA,NA
2010-09-03,0,11.7,224,22.5,16.1,10.3,0,102100,NA,20113,0.5,96.3,98.6,15.6,29.2,5.4,175.807335793799,80.8557023022248,5.52,2.0267475,NA,NA,NA
2010-09-04,1,10.5,211,22,17.2,11.9,0,102150,NA,14373,0.6,74.7,87.9,16.6,31.9,4.7,175.807335793799,80.8557023022248,5.52,2.0267475,NA,NA,NA
2010-09-05,3,4.5,140,21.8,16.7,11.3,0,102110,NA,12924,0.5,65.2,90.8,23.9,33.3,6.6,175.807335793799,80.8557023022248,5.52,2.0267475,NA,NA,NA
2010-09-06,5,2.6,112,21.8,17.5,13.2,0.2,101900,NA,16841,0.7,122.4,119,15.9,43.8,6.1,175.807335793799,80.8557023022248,5.52,2.0267475,NA,NA,NA
2010-09-07,5,0.6,74,19.6,17.6,13.3,7.2,100790,NA,25361,1,214.7,140.2,9.3,42.9,9.3,175.807335793799,80.8557023022248,5.52,2.0267475,NA,NA,NA
2010-09-08,5,5.5,149,20.6,16.3,13,1.4,100090,NA,18727,0.7,95.5,76.9,8.7,40.1,4.3,175.807335793799,80.8557023022248,5.52,2.0267475,NA,NA,NA
2010-09-09,7,1.6,93,22.5,17,13.3,0,100340,NA,20774,0.8,169.3,112.8,7.8,39,7.5,175.807335793799,80.8557023022248,5.52,2.0267475,NA,NA,NA
2010-09-10,4,7.2,166,22.4,17.7,12.8,0.2,101420,NA,19532,1,209.89999,129.5,7.3,53.3,6,175.807335793799,80.8557023022248,5.52,2.0267475,NA,NA,NA
2010-09-11,8,2.2,101,22.5,18.2,14,0.2,101770,NA,13383,0.8,129.39999,103.3,12.5,41.8,5.7,175.807335793799,80.8557023022248,5.52,2.0267475,NA,NA,NA
2010-09-12,6,1.5,88,20.8,19.5,16.4,0,101470,NA,14002,0.4,38.9,54.7,25.2,19.1,3.1,175.807335793799,80.8557023022248,5.52,2.0267475,NA,NA,NA
2010-09-13,1,10.7,197,18.5,15.9,11,0,102260,NA,18037,0.9,210.5,134.5,7.6,50.9,7.5,175.807335793799,80.8557023022248,5.52,2.0267475,NA,NA,NA
2010-09-14,7,0.6,69,20.1,14.3,10.1,0,102500,NA,17026,0.9,188.3,120.2,9.6,40.7,7.8,175.807335793799,80.8557023022248,5.52,2.0267475,NA,NA,NA
2010-09-15,6,0,49,18,17.6,15,2.8,101600,NA,20890,0.7,179.10001,129.89999,8.5,40.6,7.2,175.807335793799,80.8557023022248,5.52,2.0267475,NA,NA,NA
2010-09-16,4,4.9,131,18.1,13.7,9.3,0.2,101190,NA,20433,0.4,89.4,82,11.6,25.4,3.2,175.807335793799,80.8557023022248,5.52,2.0267475,NA,NA,NA
2010-09-17,5,3.7,115,16.4,14.8,11.5,0,101170,NA,20488,0.4,68.4,68.8,18.7,24.5,4.2,175.807335793799,80.8557023022248,5.52,2.0267475,NA,NA,NA
2010-09-18,2,5.7,138,18,11.8,7.2,0,101670,NA,15495,0.6,99.7,87.1,13.1,29.9,5.1,175.807335793799,80.8557023022248,5.52,2.0267475,NA,NA,NA
2010-09-19,4,8.1,161,18.3,12.3,6.6,0,101950,NA,11492,0.7,118.2,107.8,14.2,34.9,3.9,175.807335793799,80.8557023022248,5.52,2.0267475,NA,NA,NA
2010-09-20,7,0,46,22.8,15,11.6,0,101550,NA,20169,0.8,175.8,135.2,13.3,40.8,6.5,175.807335793799,80.8557023022248,5.52,2.0267475,NA,NA,NA
2010-09-21,5,6.2,139,21.9,18.7,14.5,0,101380,NA,22906,1.1,250.5,158.89999,4.9,51.1,8.4,175.807335793799,80.8557023022248,5.52,2.0267475,NA,NA,NA
2010-09-22,2,6.6,142,23.9,15.9,9.9,0,101900,NA,23905,1,201.2,154.10001,7.2,51.4,8,175.807335793799,80.8557023022248,5.52,2.0267475,NA,NA,NA
2010-09-23,1,7.3,147,18.3,17.1,10.3,1,101590,NA,17729,1.1,259,167.60001,6.3,61.3,11.3,175.807335793799,80.8557023022248,5.52,2.0267475,NA,NA,NA
2010-09-24,6,0.1,48,14.4,16.3,14.2,9.8,100700,NA,18053,0.4,55.5,55.9,24.1,22.7,4,189.797907116059,88.6745198580249,6.311515,2.2727365,NA,NA,NA
2010-09-25,6,0.1,48,13.9,12.4,10.3,2.2,100650,NA,14010,0.3,20.9,43.6,35.1,15.8,0.9,189.797907116059,88.6745198580249,6.311515,2.2727365,NA,NA,NA
2010-09-26,1,7.4,143,13.8,9.7,5.4,0,101640,NA,7890,0.2,12.7,28.3,33.1,15.4,1.1,189.797907116059,88.6745198580249,6.311515,2.2727365,NA,NA,NA
2010-09-27,6,1.7,78,15.9,10.7,7.5,1.2,101320,NA,18789,0.3,56.6,58.4,9.5,21.9,2.7,189.797907116059,88.6745198580249,6.311515,2.2727365,NA,NA,NA
2010-09-28,8,0,41,16.9,13.3,10.7,0.4,101260,NA,21554,0.8,172.10001,115.4,7.4,53.8,7.1,189.797907116059,88.6745198580249,6.311515,2.2727365,NA,NA,NA
2010-09-29,7,0,40,17.3,14.8,12.6,0.2,101680,NA,13899,0.9,217,145.3,5.4,46,8.8,189.797907116059,88.6745198580249,6.311515,2.2727365,NA,NA,NA
2010-09-30,7,0,40,16.4,15.6,13.9,9.4,101580,NA,21823,0.9,295.5,157.60001,4.3,52.3,13.4,189.797907116059,88.6745198580249,6.311515,2.2727365,NA,NA,NA
2010-10-01,3,5.4,116,16.6,11.7,6.9,1.8,101390,NA,11424,0.9,209,137.8,6.7,41.4,9.1,189.797907116059,88.6745198580249,6.311515,2.2727365,NA,NA,NA
2010-10-02,8,0,39,17.8,13.6,10.5,10.4,100310,NA,10704,0.9,160.5,112.3,4.5,37.6,7.2,189.797907116059,88.6745198580249,6.311515,2.2727365,NA,NA,NA
2010-10-03,4,2.4,81,17.9,13.8,9.8,21.8,100360,NA,8237,0.7,108.2,99.1,11.9,32.3,6.2,189.797907116059,88.6745198580249,6.311515,2.2727365,NA,NA,NA
2010-10-04,8,0.7,55,16.6,15,12,3.8,99600,NA,23688,0.9,190.3,121.6,6.1,42.1,7.2,189.797907116059,88.6745198580249,6.311515,2.2727365,NA,NA,NA
2010-10-05,6,0.6,53,18.3,14.8,12.9,0.2,99890,NA,22054,1,225.89999,143.60001,6.6,53.4,8.2,189.797907116059,88.6745198580249,6.311515,2.2727365,NA,NA,NA
2010-10-06,7,0,36,18.3,14.7,11.1,12.8,100060,NA,20114,1,256.5,167,6,44.1,11.2,189.797907116059,88.6745198580249,6.311515,2.2727365,NA,NA,NA
2010-10-07,4,6.5,118,18.6,15.7,13.1,0,100660,NA,24072,0.7,203.5,136.10001,6.3,51.6,10.8,189.797907116059,88.6745198580249,6.311515,2.2727365,NA,NA,NA
2010-10-08,3,6,112,21.1,13.3,8,0,101740,NA,22886,NA,NA,NA,NA,NA,NA,189.797907116059,88.6745198580249,6.311515,2.2727365,NA,NA,NA
2010-10-09,6,5.4,105,17.6,16.9,12.7,0,101550,NA,14463,0.4,54.4,61.2,5.6,52.2,5,189.797907116059,88.6745198580249,6.311515,2.2727365,NA,NA,NA
2010-10-10,8,0,34,20.3,16.4,15.2,0,101460,NA,14871,0.3,26.8,49.8,17.9,41.2,4,189.797907116059,88.6745198580249,6.311515,2.2727365,NA,NA,NA
2010-10-11,4,6.5,112,18.6,17,13.7,0,101260,NA,21986,0.3,17.5,47.8,37.1,36.5,2.7,189.797907116059,88.6745198580249,6.311515,2.2727365,NA,NA,NA
2010-10-12,3,9.5,133,15.3,14.9,11.1,0,101810,NA,23016,0.3,32.5,57.4,29.2,25.6,2.4,189.797907116059,88.6745198580249,6.311515,2.2727365,NA,NA,NA
2010-10-13,6,4.2,89,12.5,12.4,9.5,0,102060,NA,22251,0.3,28,56.6,31.4,20.2,4,189.797907116059,88.6745198580249,6.311515,2.2727365,NA,NA,NA
2010-10-14,8,0,32,11.7,11.1,9.7,0,102130,NA,21582,0.4,45.2,63.5,21.3,24.7,2.1,189.797907116059,88.6745198580249,6.311515,2.2727365,NA,NA,NA
2010-10-15,8,0,31,13.1,10.7,9.7,0,102140,NA,20934,0.4,46.7,61,15.3,24.9,3.8,189.797907116059,88.6745198580249,6.311515,2.2727365,NA,NA,NA
2010-10-16,8,0,31,13.5,11.4,9.7,0.8,101860,NA,12735,0.3,23.8,45.9,21.6,19.8,1.9,189.797907116059,88.6745198580249,6.311515,2.2727365,NA,NA,NA
2010-10-17,2,5.1,92,13.9,10,6.5,0.8,102040,NA,12764,0.4,64.1,70.5,23.9,24.1,2.6,189.797907116059,88.6745198580249,6.311515,2.2727365,NA,NA,NA
2010-10-18,3,4.4,84,14.6,9.3,4.6,0,102590,NA,20464,1,215.3,142.39999,4.2,49.3,9.8,189.797907116059,88.6745198580249,6.311515,2.2727365,NA,NA,NA
2010-10-19,6,1.6,56,13.8,8.7,2.8,1,101970,NA,17964,0.5,77.4,76.7,NA,23.7,4.2,189.797907116059,88.6745198580249,6.311515,2.2727365,NA,NA,NA
2010-10-20,4,4.7,85,9.3,10.7,7.5,4,101130,NA,20750,0.5,93.1,72,NA,21.7,4.2,189.797907116059,88.6745198580249,6.311515,2.2727365,NA,NA,NA
2010-10-21,0,9.6,119,12.5,6,2.7,0.2,101990,NA,21161,1.2,368.89999,191.89999,NA,50.6,14.2,189.797907116059,88.6745198580249,6.311515,2.2727365,NA,NA,NA
2010-10-22,2,6.2,94,14.2,6,-0.6,0,102320,NA,20164,1.3,325.60001,176.60001,5.1,53.7,13.1,179.880914550251,90.2828240601749,6.74197,2.2050475,5.63458496793279,NA,NA
2010-10-23,6,0.7,42,12.8,8.9,3.5,6,101760,NA,11584,0.4,92.5,93,10.9,24.3,4.5,179.880914550251,90.2828240601749,6.74197,2.2050475,5.63458496793279,NA,NA
2010-10-24,6,3.5,70,11.2,10.5,8.2,0.2,100400,NA,11259,0.4,34.4,51.3,20,16.4,2.3,179.880914550251,90.2828240601749,6.74197,2.2050475,5.63458496793279,NA,NA
2010-10-25,1,7.6,99,12.1,7,2.7,0,101590,NA,18430,0.8,161.39999,105.9,12.1,35.8,9.2,179.880914550251,90.2828240601749,6.74197,2.2050475,5.63458496793279,NA,NA
2010-10-26,0,9.2,108,14,6.3,0.5,0.2,102840,NA,13950,1.1,243.8,152.8,6.1,40.7,10.4,179.880914550251,90.2828240601749,6.74197,2.2050475,5.63458496793279,NA,NA
2010-10-27,8,0,25,17.6,8,1.9,4,102340,0,19559,0.9,223.2,136.3,9.6,46.1,9.1,179.880914550251,90.2828240601749,6.74197,2.2050475,5.63458496793279,NA,NA
2010-10-28,4,3.8,68,15.8,13.4,9.1,0.2,101660,0,19995,1,247.10001,158.5,8.4,54.8,9.8,179.880914550251,90.2828240601749,6.74197,2.2050475,5.63458496793279,NA,NA
2010-10-29,5,0.5,35,14.8,13,10.2,0,101490,0,19119,0.8,210.10001,135.5,10.4,51.5,9.9,179.880914550251,90.2828240601749,6.74197,2.2050475,5.63458496793279,NA,NA
2010-10-30,6,0,24,14.6,13.4,11.9,2.6,100040,0,13493,0.9,164,126,8.1,38.5,9.2,179.880914550251,90.2828240601749,6.74197,2.2050475,5.63458496793279,NA,NA
2010-10-31,4,5.3,76,12.5,11.7,8.7,2.4,99750,0,8739,0.5,NA,NA,9.9,24.5,3.8,179.880914550251,90.2828240601749,6.74197,2.2050475,5.63458496793279,NA,NA
2010-11-01,7,0,23,14.1,10.9,9.3,3.4,100020,0,19785,0.8,193.89999,118.9,11.2,45.4,9.1,179.880914550251,90.2828240601749,6.74197,2.2050475,5.63458496793279,NA,NA
2010-11-02,5,2.4,52,15.3,10.9,7.7,0.4,101360,0,21754,1,205.89999,136.5,12.9,54.5,10.5,179.880914550251,90.2828240601749,6.74197,2.2050475,5.63458496793279,NA,NA
2010-11-03,6,0.1,26,16.6,12.5,9.7,0,100980,0,27964,1,240.89999,149.3,11.4,45.2,12.1,179.880914550251,90.2828240601749,6.74197,2.2050475,5.63458496793279,NA,NA
2010-11-04,6,2.2,49,18.5,14.6,12.5,0,101140,0,22424,0.9,207.3,142,12,48.8,8.7,179.880914550251,90.2828240601749,6.74197,2.2050475,5.63458496793279,NA,NA
2010-11-05,6,3.5,58,17.4,16,13.4,0,101770,0,15815,1,235.3,140.39999,11.1,46.2,11.2,179.880914550251,90.2828240601749,6.74197,2.2050475,5.63458496793279,NA,NA
2010-11-06,8,0.1,24,11.7,16.1,14.7,6.6,101870,0,11877,0.6,81.1,81.3,11,40.5,4.1,179.880914550251,90.2828240601749,6.74197,2.2050475,5.63458496793279,NA,NA
2010-11-07,6,1.7,43,9.3,9.8,7.8,0,101580,0,9331,0.6,58.6,67.5,15.3,50.5,7.6,179.880914550251,90.2828240601749,6.74197,2.2050475,5.63458496793279,NA,NA
2010-11-08,7,1.7,42,9.5,7,4.7,2,100620,0,11328,0.6,NA,NA,NA,28.6,NA,179.880914550251,90.2828240601749,6.74197,2.2050475,5.63458496793279,NA,NA
2010-11-09,8,0.4,28,8.7,7.1,4.6,4.2,97310,0,16026,0.3,NA,NA,NA,17.8,NA,179.880914550251,90.2828240601749,6.74197,2.2050475,5.63458496793279,NA,NA
2010-11-10,6,0,20,10.1,7,5.3,0.4,97650,0,19767,0.6,105.6,89,24.7,27.5,6.9,179.880914550251,90.2828240601749,6.74197,2.2050475,5.63458496793279,NA,NA
2010-11-11,1,6.8,73,15,6.4,2.6,1.2,99830,0,12901,0.8,177.60001,143.5,10.1,40.1,8.5,179.880914550251,90.2828240601749,6.74197,2.2050475,5.63458496793279,NA,NA
2010-11-12,6,1.2,35,12,7.9,0.7,4.6,99050,0,14534,1,245.89999,152.89999,12.2,52.7,9.6,179.880914550251,90.2828240601749,6.74197,2.2050475,5.63458496793279,NA,NA
2010-11-13,7,0,19,10.4,10.8,9.6,2.8,99260,0,12123,1,195.60001,132.8,5,45.3,7.8,179.880914550251,90.2828240601749,6.74197,2.2050475,5.63458496793279,NA,NA
2010-11-14,7,0,19,8.1,9.5,8.6,0.6,99360,0,6235,0.9,121.1,105.5,7,33.3,6.4,179.880914550251,90.2828240601749,6.74197,2.2050475,5.63458496793279,NA,NA
2010-11-15,7,0,18,8.2,7.4,6.6,2.8,99590,0,18086,1.5,368.70001,156.89999,2.5,66.4,15.9,179.880914550251,90.2828240601749,6.74197,2.2050475,5.63458496793279,NA,NA
2010-11-16,2,2.9,46,7.4,4.2,0.1,0.2,101370,0,18764,1.8,387.79999,152,5.1,68.9,17,179.880914550251,90.2828240601749,6.74197,2.2050475,5.63458496793279,NA,NA
2010-11-17,7,0.4,25,7.5,3.4,-0.6,0.2,102000,0,17005,0.6,114,110.9,9.8,33.9,6,179.880914550251,90.2828240601749,6.74197,2.2050475,5.63458496793279,NA,NA
2010-11-18,7,0,17,10.9,4.2,0.9,3.4,100770,0,15974,0.7,195.3,127.5,4.5,42.9,8.1,179.880914550251,90.2828240601749,6.74197,2.2050475,5.63458496793279,NA,NA
2010-11-19,7,2.4,41,12.2,8,5,0.2,100490,0,18545,1.4,331.70001,150.8,2.2,67.3,14.7,178.845095060382,90.5921266786998,6.437513,2.294527,5.43762110803653,NA,NA
2010-11-20,6,5.6,59,8.4,7.2,2.2,0.4,101140,0,10806,0.4,59.5,66.5,4.8,31.1,2.5,178.845095060382,90.5921266786998,6.437513,2.294527,5.43762110803653,NA,NA
2010-11-21,8,0,17,7.7,5.9,3.3,0,101330,0,8356,0.4,18,39.2,13.9,16.6,0,178.845095060382,90.5921266786998,6.437513,2.294527,5.43762110803653,NA,NA
2010-11-22,8,0,16,7.7,6.3,4.8,0,101150,0,17258,0.5,41.6,50.4,7.6,22.8,1.2,178.845095060382,90.5921266786998,6.437513,2.294527,5.43762110803653,NA,NA
2010-11-23,7,0.3,21,7.6,6.3,4.8,0.2,100970,0,17427,0.5,42.7,57.7,8.7,19.1,1.8,178.845095060382,90.5921266786998,6.437513,2.294527,5.43762110803653,NA,NA
2010-11-24,7,0.1,18,5.6,6.5,5.3,0,101180,0,18628,0.6,130.8,99,3.9,34,6.4,178.845095060382,90.5921266786998,6.437513,2.294527,5.43762110803653,NA,NA
2010-11-25,3,4.6,50,2.5,2.7,-0.3,0.2,101060,0,16822,0.3,32.4,69.1,17,19.3,3.2,178.845095060382,90.5921266786998,6.437513,2.294527,5.43762110803653,NA,NA
2010-11-26,6,0.9,26,3.8,1.3,0,0,100860,0,16092,0.7,142.3,107.3,5.4,38.8,11.9,178.845095060382,90.5921266786998,6.437513,2.294527,5.43762110803653,NA,NA
2010-11-27,2,6.7,59,1.5,0.2,-3.4,0,100710,0,7867,0.5,71.8,80.9,8.6,28.5,6.7,178.845095060382,90.5921266786998,6.437513,2.294527,5.43762110803653,NA,NA
2010-11-28,6,0.1,17,1.6,-0.8,-3.1,0,100400,0,6866,0.5,34.7,63.8,12.7,26.2,3,178.845095060382,90.5921266786998,6.437513,2.294527,5.43762110803653,NA,NA
2010-11-29,4,5.6,53,1.5,-1.6,-4.8,0,100600,0,16681,0.4,43.3,62.4,15.6,25,4.1,178.845095060382,90.5921266786998,6.437513,2.294527,5.43762110803653,NA,NA
2010-11-30,6,0.3,20,2,-1.1,-3.6,1.2,101140,0,9263,0.3,22.3,49.2,13.7,17.1,2.7,178.845095060382,90.5921266786998,6.437513,2.294527,5.43762110803653,NA,NA
2010-12-01,7,0,14,0.3,0.7,-0.6,0.6,101220,0,9848,0.3,14.6,36.3,40.1,24.4,2.3,178.845095060382,90.5921266786998,6.437513,2.294527,5.43762110803653,NA,NA
2010-12-02,8,0,14,0.1,-0.5,-1.3,2.2,100760,0,7356,0.3,28.4,45.9,19.3,19.4,2.8,178.845095060382,90.5921266786998,6.437513,2.294527,5.43762110803653,NA,NA
2010-12-03,8,0,13,3.6,-0.6,-1.2,0,100780,2,8264,0.8,233.39999,131.3,7.2,42.4,13.6,178.845095060382,90.5921266786998,6.437513,2.294527,5.43762110803653,NA,NA
2010-12-04,5,0,13,6.5,-0.7,-5,0,101190,1,7857,0.9,234.89999,143.39999,2.3,45.5,12,178.845095060382,90.5921266786998,6.437513,2.294527,5.43762110803653,NA,NA
2010-12-05,7,0,13,5,1.2,-4.1,0.8,100450,0,8321,0.4,51.5,65.1,14.6,27.3,4.1,178.845095060382,90.5921266786998,6.437513,2.294527,5.43762110803653,NA,NA
2010-12-06,1,3.8,39,-0.4,3,1,0,100450,0,13855,0.5,78.8,82.7,5.1,32.5,2.2,178.845095060382,90.5921266786998,6.437513,2.294527,5.43762110803653,NA,NA
2010-12-07,8,0,13,1.7,-1.8,-3.1,0,100310,0,15033,0.5,81.3,87.6,3.6,35.2,5,178.845095060382,90.5921266786998,6.437513,2.294527,5.43762110803653,NA,NA
2010-12-08,7,0.2,16,3.4,-0.7,-3,0,100540,0,15225,0.4,38,66.3,12.4,24.3,1.9,178.845095060382,90.5921266786998,6.437513,2.294527,5.43762110803653,NA,NA
2010-12-09,5,2.1,29,4.3,1.1,-1.2,0,101320,0,16171,0.8,181.3,121.1,4.3,47.7,7.5,178.845095060382,90.5921266786998,6.437513,2.294527,5.43762110803653,NA,NA
2010-12-10,2,3.2,35,7.1,1.1,-2.2,0,102980,0,15602,1,282.10001,144.5,0.9,56.4,10.7,178.845095060382,90.5921266786998,6.437513,2.294527,5.43762110803653,NA,NA
2010-12-11,6,0,12,8.7,3.2,-0.7,0,103160,0,10328,0.4,46.3,74.8,17,28.4,2.9,178.845095060382,90.5921266786998,6.437513,2.294527,5.43762110803653,NA,NA
2010-12-12,8,0.1,14,6.2,6.3,3.8,0,102580,0,8585,0.4,30.3,56.9,17,29.3,0,178.845095060382,90.5921266786998,6.437513,2.294527,5.43762110803653,NA,NA
2010-12-13,4,3.6,36,4.3,3.3,0.4,0.2,102450,0,14997,0.5,81.5,76.2,4.7,32.7,4.6,178.845095060382,90.5921266786998,6.437513,2.294527,5.43762110803653,NA,NA
2010-12-14,5,0.8,20,5.1,1.7,-1,0.2,102770,0,15550,0.4,64.1,66.2,8,33.3,3.4,178.845095060382,90.5921266786998,6.437513,2.294527,5.43762110803653,NA,NA
2010-12-15,8,0.3,16,5.9,2.8,0.4,0,103290,0,13412,0.5,81.2,79.4,4.1,29.3,4.1,178.845095060382,90.5921266786998,6.437513,2.294527,5.43762110803653,NA,NA
2010-12-16,6,0,12,7.1,2.6,-0.7,0.4,103510,0,10833,0.6,149,99.7,13.3,33.1,5.4,178.845095060382,90.5921266786998,6.437513,2.294527,5.43762110803653,NA,NA
2010-12-17,7,0,12,0.2,4,0.8,3.2,101070,0,10366,0.8,194.89999,119.6,8,43,8,140.051899009624,72.5229790683998,4.847,1.8491465,3.48265164571965,NA,NA
2010-12-18,4,1.4,24,0.5,-2.1,-4.4,0.2,99890,0,2805,0.6,169.8,112.8,4.7,46.6,6.3,140.051899009624,72.5229790683998,4.847,1.8491465,3.48265164571965,NA,NA
