"cloud_cover","sunshine","global_radiation","max_temp","mean_temp","min_temp","precipitation","pressure","snow_depth","Number.of.Bicycle.Hires","CO","NO","NO2","O3","PM10","SO2","Bus.journeys..m.","Underground.journeys..m.","DLR.Journeys..m.","Tram.Journeys..m.","Overground.Journeys..m.","London.Cable.Car.Journeys..m.","TfL.Rail.Journeys..m."
0.666666666666667,0,0.0101522842639594,0.21227621483376,0.203647416413374,0.274447949526814,0.00775193798449612,0.825565912117177,0,0.114730555950519,0.294117647058824,0.241441151637449,0.498390557939914,0.139101861993428,0.279957582184518,0.213438735177866,0.838313169943172,0.754346955475034,0.554781638043364,0.797265858194482,0.263833567625963,0.0411077531724011,0.311520572678894
0.111111111111111,0.21875,0.482233502538071,0.608695652173913,0.629179331306991,0.630914826498423,0,0.659121171770972,-0.00957998406635798,0.537153419593346,0.0062677059326421,0.0109227259687435,0.0890557939914163,0.514786418400876,0.133916020888593,0.0197628458498024,0.205554960902816,0.146386698952554,0.184992738129792,0.240514178674046,0.207502888446985,0.0559686470717106,0.205420547913806
0.222222222222222,0.6,0.553299492385787,0.588235294117647,0.516717325227964,0.50788643533123,0,0.609853528628495,0,0.480733684060856,0.0588235294117647,0.0622758405979107,0.308476394849785,0.305585980284775,0.180179003265079,0.122529644268775,0.713049529962455,0.848241456030922,0.813139886138879,0.659444993582384,0.765904110812973,0.212594724454123,0.734812623947325
0,0.5875,0.428934010152284,0.40920716112532,0.477203647416413,0.545741324921136,0.00387596899224806,0.399467376830892,0,0.222721455993175,0.352941176470588,0.448809935585425,0.620171673819743,0.036144578313253,0.316012725344645,0.553359683794466,0.809175054696701,0.757651028726453,0.634918099514413,0.686048730374919,0.55634104119467,0.314514211242789,0.389320787219701
0.777777777777778,0.0375,0.258883248730964,0.649616368286445,0.750759878419453,0.83596214511041,0,0.539280958721704,0,0.401649367268591,0.176470588235294,0.127812196410372,0.296137339055794,0.198247535596933,0.114528101802757,0.229249011857707,0.821001336754963,0.852228278754767,0.843738852807769,0.768364507371326,0.795908168343463,0.21164696470413,0.549121047715142
0.666666666666667,0,0.0279187817258883,0.455242966751918,0.425531914893617,0.514195583596215,0.0271317829457364,0.569906790945406,0,0.229901891084886,0.235294117647059,0.199869582651933,0.312231759656652,0.230669565604431,0.448568398727466,0.142292490118577,0.873925086297035,0.801072238538739,0.644533283131951,0.803069886417695,0.463850283436395,0.118600389031097,0.493811469902486
0.444444444444444,0.175,0.0888324873096447,0.260869565217391,0.300911854103343,0.394321766561514,0,0.302263648468708,0,0.220730840324186,0.235294117647059,0.32735572754085,0.600321888412017,0.0591456736035049,0.199363732767762,0.442687747035573,0.859787104252096,0.986138155417285,0.938102683552851,0.723616340992137,0.873750432364538,0.150057391737462,0.673337557985598
0.444444444444444,0.09375,0.0431472081218274,0.368286445012788,0.440729483282675,0.574132492113565,0.0736434108527132,0.563249001331558,0,0.0566472344660884,0.0588235294117647,0.10629279599434,0.281115879828326,0.174151150054765,0.0498409331919406,0.1699604743083,0.646604968551074,0.765577364526636,0.672585463869611,0.608428404157845,0.629161575659365,0.168606251486287,0.643429238280034
0.666666666666667,0.0125,0.0279187817258883,0.322250639386189,0.364741641337386,0.466876971608833,0,0.520639147802929,0,0.342129958765818,0.352941176470588,0.321160732330628,0.543454935622318,0.0383351588170865,0.311770943796395,0.434782608695652,0.882140908280447,0.962709866088919,0.870796370621608,0.779701081215724,0.877091351037317,0.0980471829363972,0.706546099730162
0.777777777777778,0.09375,0.322335025380711,0.534526854219949,0.617021276595745,0.706624605678233,0,0.509986684420772,0,0.370154983648514,0.294117647058824,0.361917172512507,0.616416309012876,0.105147864184009,0.349946977730647,0.446640316205534,0.864563452675086,0.80119231783166,0.686018053020922,0.836034634485603,0.58880108982994,0.264880188896524,0.37708449527684
0.777777777777778,0.075,0.16243654822335,0.222506393861893,0.364741641337386,0.495268138801262,0.147286821705426,0.300932090545939,0,0.0735959050191952,0.176470588235294,0.139876102704208,0.461909871244635,0.189485213581599,0.143160127253446,0.201581027667984,0.881514327109131,0.807863723048118,0.678172695118155,0.840732215590785,0.580687516921966,0.133624442700951,0.462489113767525
0.666666666666667,0.01875,0.0203045685279188,0.253196930946292,0.303951367781155,0.410094637223975,0,0.552596537949401,0,0.1999715626333,0.176470588235294,0.224649498282515,0.453862660944206,0.0295728368017525,0.312831389183457,0.233201581027668,0.686531656244079,0.651131944372939,0.481307045700323,0.687297533547792,0.428926410310633,0.206574677604489,0.397129076035624
0.888888888888889,0,0.0152284263959391,0.329923273657289,0.389057750759878,0.498422712933754,0,0.66711051930759,0,0.192520972557941,0.0588235294117647,0.0513531146291672,0.190987124463519,0.355969331872946,0.0827147401908802,0.110671936758893,0.79595362551432,0.897827218854107,0.860250371772842,0.765939918639657,0.800896503774824,0.118462912579183,0.781572767374488
0.666666666666667,0.15,0.276649746192893,0.370843989769821,0.398176291793313,0.495268138801262,0,0.403462050599201,0,0.293260344092137,0.235294117647059,0.10629279599434,0.398068669527897,0.300109529025192,0.149522799575822,0.181818181818182,0.897114133291638,0.963816908599988,0.972761720034586,0.839617068900116,0.870680819640515,0.261854249329181,0.670808721631845
0.333333333333333,0.46875,0.32741116751269,0.289002557544757,0.337386018237082,0.419558359621451,0.00387596899224806,0.217043941411451,0.00114803679749526,0.376013081188682,0.176470588235294,0.175741770064261,0.4318669527897,0.130339539978094,0.178860708083262,0.205533596837945,0.761212569224524,0.893477943457664,0.856405740414704,0.755196296536219,0.868471867646411,0.114159936635028,0.915610654082377
0.666666666666667,0.075,0.185279187817259,0.416879795396419,0.443768996960486,0.495268138801262,0.00387596899224806,0.55659121171771,0,0.210237452011944,0.294117647058824,0.118193676527448,0.377682403433476,0.248295667993687,0.587486744432662,0.201581027667984,0.810652547899155,0.691069286201673,0.512527950344453,0.726105650596062,0.287768015687154,0.127417540205653,0.370399188339527
0.444444444444444,0.40625,0.263959390862944,0.506393861892583,0.641337386018237,0.728706624605678,0,0.525965379494008,-0.00224113331136347,0.273311531352197,0.117647058823529,0.0270622762807675,0.219957081545064,0.399780941949617,0.316012725344645,0.106719367588933,0.900093567327168,0.737298038238433,0.54142227425175,0.7878933461893,0.711543543025508,0.0635304430236234,0.576958399683221
